ID	DOCULECT	CONCEPT	VALUE	TOKENS	LANGID	COGID	ALIGNMENT	CONCEPT_PORTUGUESE	CONCEPTICON_ID	CONCEPT_ORIGINAL_LISTS	SOURCE
2316	Baniwa_Dzurema	EARTH (SOIL)	hiːpaj	h iː p a j	2	21520	- - h iː p a j - -	terra	1228	earth	Bruzzi Alves da Silva 1961
2318	Baniwa_Mauliene	EARTH (SOIL)	hiːpaj	h iː p a j	8	21520	- - h iː p a j - -	terra	1228	earth	Bruzzi Alves da Silva 1961
2320	Koripako_Kumadene	EARTH (SOIL)	hiːpai	h iː p a i	7	21520	- - h iː p a i - -	terra	1228	earth	Bruzzi Alves da Silva 1961
2322	Baniwa_Kowaidakenai	EARTH (SOIL)	hiːpaj	h iː p a j	5	21520	- - h iː p a j - -	terra	1228	earth	Bruzzi Alves da Silva 1961
2324	Baniwa_Dzawinai	EARTH (SOIL)	hiːpaj	h iː p a j	14	21520	- - h iː p a j - -	terra	1228	earth	Bruzzi Alves da Silva 1961
2326	Tariana_Bruzzi	EARTH (SOIL)	hipai	h i p a i	12	21520	- - h i p a i - -	terra	1228	earth	Bruzzi Alves da Silva 1961
2328	Koripako_aha	EARTH (SOIL)	hiːpai	h iː p a i	1	21520	- - h iː p a i - -	terra	1228	earth	Granadillo 2006
2332	Koripako_ehe	EARTH (SOIL)	hiːpai	h iː p a i	3	21520	- - h iː p a i - -	terra	1228	earth	Granadillo 2006
2334	Koripako_oho	EARTH (SOIL)	hiːpai	h iː p a i	10	21520	- - h iː p a i - -	terra	1228	earth	Granadillo 2006
2336	Koripako_name	EARTH (SOIL)	hiːpai	h iː p a i	9	21520	- - h iː p a i - -	terra	1228	earth	Granadillo 2006
2338	Werekena_Baniva	EARTH (SOIL)	jatʃipɛ	j a tʃ i p ɛ	13	21520	j a tʃ i p ɛ - - -	terra	1228	earth	Bruzzi Alves da Silva 1961
5068	Kauixana	EARTH (SOIL)	(h)ip	[ h ] i p	15	21520	[ h ] i p	terra			
5093	Kauixana	EARTH (SOIL)	híwa	h í w a	15	21521	h í w a				
6182	Yumana	EARTH (SOIL)	teké	t e k é	16	229	t e k é	terra			Ramirez 2020
6186	Yumana	EARTH (SOIL)	leké	l e k é	16	229	l e k é	terra			Ramirez 2020
6271	Passé	EARTH (SOIL)	papuaka[?]	p a p ua k a [ ʔ ]	17		p a p ua k a [ ʔ ]	terra			Ramirez 2020
1641	Baniwa_Waliperidakenai	BLOOD	ɽiɽɐnɐ	ɽ i ɽ ɐ n ɐ	11	173	ɽ - i ɽ ɐ n ɐ - -	sangue	946	blood	Bruzzi Alves da Silva 1961
1655	Baniwa_Hohoodene	BLOOD	ɽiːɽɐna	ɽ iː ɽ ɐ n a	4	173	ɽ - iː ɽ ɐ n a - -	sangue	946	blood	Bruzzi Alves da Silva 1961
1667	Baniwa_Dzurema	BLOOD	ɽiʐɐna	ɽ i ʐ ɐ n a	2	173	ɽ - i ʐ ɐ n a - -	sangue	946	blood	Bruzzi Alves da Silva 1961
1679	Baniwa_Mauliene	BLOOD	ɽiʐɐna	ɽ i ʐ ɐ n a	8	173	ɽ - i ʐ ɐ n a - -	sangue	946	blood	Bruzzi Alves da Silva 1961
1691	Koripako_Kumadene	BLOOD	ɽiʐana	ɽ i ʐ a n a	7	173	ɽ - i ʐ a n a - -	sangue	946	blood	Bruzzi Alves da Silva 1961
1703	Tariana_Kumadene	BLOOD	iːðɐ	iː ð ɐ	6	173	- - iː ð ɐ - - - -	sangue	946	blood	Bruzzi Alves da Silva 1961
1715	Tariana_Bruzzi	BLOOD	iɽi	i ɽ i	12	173	- - i ɽ i - - - -	sangue	946	blood	Bruzzi Alves da Silva 1961
1722	Koripako_aha	BLOOD	liːrana	l iː ɾ a n a	1	173	l - iː ɾ a n a - -	sangue	946	blood	Granadillo 2006
1724	Koripako_ehe	BLOOD	iranaːti	i ɾ a n aː t i	3	173	- - i ɾ a n aː t i	sangue	946	blood	Granadillo 2006
1726	Koripako_oho	BLOOD	liːrana	l iː ɾ a n a	10	173	l - iː ɾ a n a - -	sangue	946	blood	Granadillo 2006
1728	Koripako_name	BLOOD	lirana	l i ɾ a n a	9	173	l - i ɾ a n a - -	sangue	946	blood	Granadillo 2006
1732	Werekena_Baniva	BLOOD	niasti	n i a s t i	13	173	n - - i a s t i -	sangue	946	blood	Bruzzi Alves da Silva 1961
3105	Achagua	BLOOD	íirai	ii r a i	1	173	- - ii r a - i - -		946	blood	Melendez 2011
3127	Baniwa	BLOOD	-iiranaa	ii r a n aa	2	173	- - ii r a n aa - -		946	blood	Ramirez 2001
3149	Baré	BLOOD		j a	3	173	- - - j a - - - -		946	blood	Oliveira 93
3171	Kabiyari	BLOOD	íʔira	í ʔ i r a	4	173	í ʔ i r a - - - -		946	blood	Epps
3195	Piapoco	BLOOD	irái	i ɾ á i	5	173	- - i ɾ á - i - -		946	blood	Epps
3217	Resigaro	BLOOD	-iidú	ii d ú	6	173	- - ii d ú - - - -		946	blood	Allin 1979
3239	Tariana	BLOOD		d í ɾ i	7	21507	d í ɾ i		946	blood	Aikhenvald 2001
3261	Yukuna	BLOOD	íraji	í ɾ a h i	9	173	- - í ɾ a h i - -		946	blood	Epps
3283	Yukuna	BLOOD	jirá	h i ɾ á	9	173	- h i ɾ á - - - -		946	blood	Epps
3305	Warekena	BLOOD		m j a ʃ i	8	173	m - - j a ʃ i - -		946	blood	Aikhenvald 2012
5063	Kauixana	BLOOD	tsa-ká	ts a- k á	15	173	- - - ts a- k á - -	sangue			
5087	Kauixana	BLOOD	i-tsɨ́	i- ts ɨ́	15	90	- i- ts ɨ́				
6132	Yumana	BLOOD	ittá	i tt á	16	173	- - i tt á - - - -	sangue			Ramirez 2020
6220	Passé	BLOOD	ita	i t a	17	173	- - i t a - - - -	sangue			Ramirez 2020
1656	Achagua	EAT	íijeri	i: j e r i	1	92	- - i: j e - r - i - - - - - - - - - - -		1336	eat	Melendez 2011
1668	Baniwa	EAT	-íiñha	í i ñh a	2	92	í - i ñh a - - - - - - - - - - - - - - -		1336	eat	Ramirez 2001
1680	Baré	EAT		n i k a	3	93	n i k a - - - - - - - - - - - - - - - -		1336	eat	Oliveira 93
1692	Kabiyari	EAT	tʃha	tʃh a	4	92	- - tʃh a - - - - - - - - - - - - - - - -		1336	eat	Epps
1704	Piapoco	EAT	jáaca	j á: k a	5	92	- - - j á: - k a - - - - - - - - - - - -		1336	eat	Epps
1716	Resigaro	EAT	a?mitú	a ʔ m i t ú	6	235			1336	eat	Epps
1723	Tariana	EAT		d i ñh á	7	92	- d i ñh á - - - - - - - - - - - - - - -		1336	eat	Aikhenvald 2001
1725	Yukuna	EAT	ajñakaje	a hɲ a k a h e	9	92	- - a hɲ a - k a h e - - - - - - - - - -		1336	eat	Epps
1727	Warekena	EAT		e	8	89	- e - - - - - - - - - - - - - - - - - -		1336	eat	Aikhenvald 2012
2340	Baniwa_Waliperidakenai	EAT	nũĩhj̃ɐ̃ka	n ũ ĩ j̃ʰ ɐ̃ k a	11	92	n ũ ĩ j̃ʰ ɐ̃ - k - a - - - - - - - - - - -	comer	1336	eat	Bruzzi Alves da Silva 1961
2342	Baniwa_Hohoodene	EAT	piːj̃ʰãĩ	p iː j̃ʰ ã ĩ	4	92	p - iː j̃ʰ - ã - ĩ - - - - - - - - - - - -	comer	1336	eat	Bruzzi Alves da Silva 1961
2344	Baniwa_Dzurema	EAT	wajnʰĩaka	w a j nʰ ĩ a k a	2	92	w a j nʰ ĩ a k a - - - - - - - - - - - -	comer	1336	eat	Bruzzi Alves da Silva 1961
2346	Baniwa_Mauliene	EAT	nuinʰaka	n u i nʰ a k a	8	92	n u i nʰ a - k a - - - - - - - - - - - -	comer	1336	eat	Bruzzi Alves da Silva 1961
2348	Koripako_Kumadene	EAT	nuiheaka	n u i h e a k a	7	92	n u i h e a k - a - - - - - - - - - - -	comer	1336	eat	Bruzzi Alves da Silva 1961
2350	Tariana_Kumadene	EAT	weanĩpɛ	w e a n ĩ p ɛ	6	418		comer	1336	eat	Bruzzi Alves da Silva 1961
2354	Baniwa_Kowaidakenai	EAT	nuĩj̃haka	n u ĩ jʰh a k a	5	92	n u ĩ jʰh a - k a - - - - - - - - - - - -	comer	1336	eat	Bruzzi Alves da Silva 1961
2356	Baniwa_Dzawinai	EAT	nuĩj̃haka	n u ĩ jʰ a k a	14	92	n u ĩ jʰ a - k a - - - - - - - - - - - -	comer	1336	eat	Bruzzi Alves da Silva 1961
2358	Tariana_Bruzzi	EAT	ɲãkasipaĩnʰãnipɛ	ɲ ã k a s i # p a ĩ nʰ ã n i p ɛ	12	92	- - - ɲ ã - k a s i # p a ĩ nʰ ã n i p ɛ	comer	1336	eat	Bruzzi Alves da Silva 1961
2360	Koripako_aha	EAT	ihñaketi	i ɲʰ a k e t i	1	92	- - i ɲʰ a - k e t i - - - - - - - - - -	comer	1336	eat	Granadillo 2006
2362	Koripako_ehe	EAT	inʰiakheti	i nʰ i a kʰ e t i	3	92	- - i nʰ i a kʰ - e t - i - - - - - - - -	comer	1336	eat	Granadillo 2006
2364	Koripako_oho	EAT	inʰaketi	i nʰ a k e t i	10	92	- - i nʰ a - k e t i - - - - - - - - - -	comer	1336	eat	Granadillo 2006
2366	Koripako_name	EAT	inʰiaketi	i nʰ i a k e t i	9	92	- - i nʰ i a k - e t - i - - - - - - - -	comer	1336	eat	Granadillo 2006
2368	Werekena_Baniva	EAT	nukuɽuamihɐ̃	n u k u ɽ u a m i h ɐ̃	13	425		comer	1336	eat	Bruzzi Alves da Silva 1961
5017	Kauixana	EAT	íɲha	í ɲh a	15	92	- - í ɲh a - - - - - - - - - - - - - - -	comer			
5094	Kauixana	EAT	hilikoe	h i l i k oe	15	21523	h i l i k oe				
6122	Yumana	EAT	Isá-nawá	i s á- n a w á	16	92	- - i s á- n a w á - - - - - - - - - - -	comer			Ramirez 2020
6127	Yumana	EAT	[i]sa-waha	[ i ] s a- w a h a	16	92	[ i ] s a- w a h a - - - - - - - - - - -	comer			Ramirez 2020
6275	Passé	EAT	su-nau	s u- n au	17		s u- n au	comer			Ramirez 2020
6279	Passé	EAT	as	a s	17		a s	comer			Ramirez 2020
1708	Baniwa_Waliperidakenai	YOU	ʃaː	ʃ aː	11	1957		vós	1213	you pl.	Bruzzi Alves da Silva 1961
1709	Baniwa_Hohoodene	YOU	pʰia	pʰ i a	4	1959		tu	1213	thou, you sg.	Bruzzi Alves da Silva 1961
1710	Baniwa_Dzurema	YOU	tʃjaː	tʃ j aː	2	1957		vós	1213	you pl.	Bruzzi Alves da Silva 1961
1711	Baniwa_Mauliene	YOU	ʃja	ʃ j a	8	1957		vós	1213	you pl.	Bruzzi Alves da Silva 1961
1712	Koripako_Kumadene	YOU	nuɽhia	n u ɽʰ i a	7	1960		vós	1213	you pl.	Bruzzi Alves da Silva 1961
1713	Koripako_aha	YOU	sraː	s ɾ aː	1	1957		vós	1213	you pl.	Granadillo 2006
1714	Koripako_ehe	YOU	sraː	s ɾ aː	3	1957		vós	1213	you pl.	Granadillo 2006
1717	Koripako_oho	YOU	sraː	s ɾ aː	10	1957		vós	1213	you pl.	Granadillo 2006
1718	Koripako_name	YOU	sraː	s ɾ aː	9	1957		vós	1213	you pl.	Granadillo 2006
1729	Achagua	EGG	éewiʃi	ee w i ʃ i	1	98	- - ee w i ʃ i -		744	egg	Melendez 2011
1733	Baniwa	EGG	-éewhe	é e wh e	2	98	- é e wh e - - -		744	egg	Ramirez 2001
1735	Kabiyari	EGG	éewhé	é e wh é	4	98	- é e wh é - - -		744	egg	Epps
1737	Piapoco	EGG	jéewési	j é: w és i	5	98	- j é: w é s i -		744	egg	Epps
1739	Resigaro	EGG	eévé(ú)	e é v é ( ú )	6	98	- e é v é - - ú		744	egg	Epps
1741	Tariana	EGG		d i é wh e	7	98	d i é wh e - - -		744	egg	Aikhenvald 2001
1743	Yukuna	EGG	ejweji	e hw e h i	9	98	- - e hw e h i -		744	egg	Epps
1745	Warekena	EGG		i n e m a	8	35			744	egg	Aikhenvald 2012
2370	Baniwa_Waliperidakenai	EGG	ɽiɛhɛ	ɽ i ɛ h ɛ	11	98	ɽ i ɛ h ɛ - - -	ovo	744	egg	Bruzzi Alves da Silva 1961
2372	Baniwa_Hohoodene	EGG	ɽiewʰɛ	ɽ i e wʰ ɛ	4	98	ɽ i e wʰ ɛ - - -	ovo	744	egg	Bruzzi Alves da Silva 1961
2376	Baniwa_Dzurema	EGG	ɽiɛwʰɛ	ɽ i ɛ wʰ ɛ	2	98	ɽ i ɛ wʰ ɛ - - -	ovo	744	egg	Bruzzi Alves da Silva 1961
2378	Baniwa_Mauliene	EGG	ɽiɛwʰɛ	ɽ i ɛ wʰ ɛ	8	98	ɽ i ɛ wʰ ɛ - - -	ovo	744	egg	Bruzzi Alves da Silva 1961
2380	Koripako_Kumadene	EGG	toeni	t o e n i	7	431		ovo	744	egg	Bruzzi Alves da Silva 1961
2382	Baniwa_Kowaidakenai	EGG	ɽiehwe	ɽ i e wʰ e	5	98	ɽ i e wʰ e - - -	ovo	744	egg	Bruzzi Alves da Silva 1961
2384	Baniwa_Dzawinai	EGG	ɽieɸe	ɽ i e ɸ e	14	98	ɽ i e ɸ e - - -	ovo	744	egg	Bruzzi Alves da Silva 1961
2386	Tariana_Bruzzi	EGG	ɾiehɛ	ɾ i e h ɛ	12	98	ɾ i e h ɛ - - -	ovo	744	egg	Bruzzi Alves da Silva 1961
2388	Koripako_aha	EGG	liefe	l i e f e	1	98	l i e f e - - -	ovo	744	egg	Granadillo 2006
2390	Koripako_ehe	EGG	liefe	l i e f e	3	98	l i e f e - - -	ovo	744	egg	Granadillo 2006
2392	Koripako_oho	EGG	lieːfe	l i eː f e	10	98	l i eː f e - - -	ovo	744	egg	Granadillo 2006
2394	Koripako_name	EGG	liefe	l i e f e	9	98	l i e f e - - -	ovo	744	egg	Granadillo 2006
2398	Werekena_Baniva	EGG	ij̃ena	i j̃ e n a	13	35		ovo	744	egg	Bruzzi Alves da Silva 1961
5052	Kauixana	EGG	supiá	s u p i á	15	21524	s u p i á	ovo			
5095	Kauixana	EGG	ai	ai	15	98	- - ai - - - - -				
6124	Yumana	EGG	iohé	io h é	16	98	- io - h é - - -	ovo			Ramirez 2020
6126	Yumana	EGG	tʃ-i-é	tʃ - i- é	16	94	tʃ - i- é	ovo			Ramirez 2020
6211	Passé	EGG	awi	a w i	17	98	- - a w i - - -	ovo			Ramirez 2020
6213	Passé	EGG	oéé	o é é	17	98	- - o é é - - -	ovo			Ramirez 2020
1847	Achagua	FLY (MOVE THROUGH AIR)	jáareriu	j a: r e r i u	1	21528	- j - a: r e r i u - - - -		1441	fly (V)	Melendez 2011
1849	Baniwa	FLY (MOVE THROUGH AIR)	-áara	á a r a	2	21528	- á - a r a - - - - - - -		1441	fly (V)	Ramirez 2001
1851	Baré	FLY (MOVE THROUGH AIR)		ʰj a	3	21528	- - - - ʰj a - - - - - - -		1441	fly (V)	Oliveira 93
1853	Kabiyari	FLY (MOVE THROUGH AIR)	áara	á a r a	4	21528	- - á a r a - - - - - - -		1441	fly (V)	Schauer 2005
1855	Piapoco	FLY (MOVE THROUGH AIR)	jálacawa	j á l a k a w a	5	21528	- j á - l a k a w a - - -		1441	fly (V)	Epps
1857	Resigaro	FLY (MOVE THROUGH AIR)	adú	a d ú	6	21528	- - a - d ú - - - - - - -		1441	fly (V)	Epps
1859	Tariana	FLY (MOVE THROUGH AIR)		d i a ɾ a	7	21528	d i a - ɾ a - - - - - - -		1441	fly (V)	Aikhenvald 2001
1861	Yukuna	FLY (MOVE THROUGH AIR)	ajrakaje	a hɾ a k a h e	9	21528	- - - a hɾ a k a h e - - -		1441	fly (V)	Epps
1867	Warekena	FLY (MOVE THROUGH AIR)		m i t a	8	21528	m i - - t a - - - - - - -		1441	fly (V)	Aikhenvald 2012
2778	Baniwa_Hohoodene	FLY (MOVE THROUGH AIR)	waːlakawa	w aː l a k a w a	4	21528	w - aː - l a k a w a - - -	voar	1441	fly	Bruzzi Alves da Silva 1961
2780	Baniwa_Dzurema	FLY (MOVE THROUGH AIR)	ɽiaʐakawa	ɽ i a ʐ a k a w a	2	21528	ɽ i a - ʐ a k a w a - - -	voar	1441	fly	Bruzzi Alves da Silva 1961
2782	Baniwa_Mauliene	FLY (MOVE THROUGH AIR)	nuaʐakawa	n u a ʐ a k a w a	8	21528	n u a - ʐ a k a w a - - -	voar	1441	fly	Bruzzi Alves da Silva 1961
2784	Koripako_Kumadene	FLY (MOVE THROUGH AIR)	ɽiawʐakao	ɽ i a w ʐ a k a o	7	21528	ɽ i a w ʐ a k a o - - - -	voar	1441	fly	Bruzzi Alves da Silva 1961
2786	Baniwa_Kowaidakenai	FLY (MOVE THROUGH AIR)	wiaka	w i a k a	5	95	- - - w i a k a - - - - -	voar	1441	fly	Bruzzi Alves da Silva 1961
2788	Baniwa_Dzawinai	FLY (MOVE THROUGH AIR)	nuaʐakawa	n u a ʐ a k a w a	14	21528	n u a - ʐ a k a w a - - -	voar	1441	fly	Bruzzi Alves da Silva 1961
2790	Tariana_Bruzzi	FLY (MOVE THROUGH AIR)	naɾahinãka	n a ɾ a h i n ã k a	12	21528	n - a - ɾ a - h i n ã k a	voar	1441	fly	Bruzzi Alves da Silva 1961
2792	Koripako_aha	FLY (MOVE THROUGH AIR)	jaːraketi	j aː ɾ a k e t i	1	21528	- j aː - ɾ a k e t i - - -	voar	1441	fly	Granadillo 2006
2796	Koripako_ehe	FLY (MOVE THROUGH AIR)	aːraketi	aː ɾ a k e t i	3	21528	- - aː - ɾ a k e t i - - -	voar	1441	fly	Granadillo 2006
2798	Koripako_oho	FLY (MOVE THROUGH AIR)	jarakape	j a ɾ a k a p e	10	21528	- j a - ɾ a k a p e - - -	voar	1441	fly	Granadillo 2006
2800	Koripako_name	FLY (MOVE THROUGH AIR)	liarakao	l i a ɾ a k a o	9	21528	l i a - ɾ a k a o - - - -	voar	1441	fly	Granadillo 2006
2802	Werekena_Baniva	FLY (MOVE THROUGH AIR)	numita	n u m i t a	13	551		voar	1441	fly	Bruzzi Alves da Silva 1961
5075	Kauixana	FLY (MOVE THROUGH AIR)	asa	a s a	15	21528	- - - a s a - - - - - - -	voar			
1869	Achagua	FOOT	íibaʃi	i: b a ʃ i	1	566	- - - - - i: b a ʃ i		1301	foot	Melendez 2011
1871	Baniwa	FOOT	-híipa	h í i p a	2	566	- - h í - i p a - -		1301	foot	Ramirez 2001
1873	Baré	FOOT		i s i	3	301			1301	foot	Oliveira 93
1875	Piapoco	FOOT	abàli	a b à l i	5	566	- - - - - a b à l i		1301	foot	Epps
1877	Resigaro	FOOT	hii?pú	h ii ʔ p ú	6	566	- - h ii ʔ - p ú - -		1301	foot	Epps
1879	Tariana	FOOT		dh i p á m a	7	566	- - dh i - - p á m a		1301	foot	Aikhenvald 2001
1881	Yukuna	FOOT	ji'imaji	h i ʔ i m a h i	9	566	- - h i ʔ i m a h i		1301	foot	Epps
1883	Warekena	FOOT		n u tʃ i p a ɾ a	8	566	n u tʃ i - - p a ɾ a		1301	foot	Aikhenvald 2012
2826	Baniwa_Waliperidakenai	FOOT	ɽikawa	ɽ i k a w a	11	570		pé	1301	foot	Bruzzi Alves da Silva 1961
2828	Baniwa_Hohoodene	FOOT	hajpa	h a j p a	4	566	- - h a - j p a - -	pé	1301	foot	Bruzzi Alves da Silva 1961
2830	Baniwa_Dzurema	FOOT	ɽ̥ʰiːpa	ɽʰ iː p a	2	566	ɽʰ - - - - iː p a - -	pé	1301	foot	Bruzzi Alves da Silva 1961
2832	Baniwa_Mauliene	FOOT	nuipa	n u i p a	8	566	n u - - - i p a - -	pé	1301	foot	Bruzzi Alves da Silva 1961
2834	Koripako_Kumadene	FOOT	nuipa	n u i p a	7	566	n u - - - i p a - -	pé	1301	foot	Bruzzi Alves da Silva 1961
2836	Tariana_Kumadene	FOOT	wajmapɛ	w a j m a p ɛ	6	2025		pé	1301	foot	Bruzzi Alves da Silva 1961
2840	Baniwa_Kowaidakenai	FOOT	ɽiːpa	ɽ iː p a	5	566	ɽ - - - - iː p a - -	pé	1301	foot	Bruzzi Alves da Silva 1961
2842	Baniwa_Dzawinai	FOOT	hiːpa	h iː p a	14	566	- - h - - iː p a - -	pé	1301	foot	Bruzzi Alves da Silva 1961
2844	Tariana_Bruzzi	FOOT	hipamã	h i p a m ã	12	566	- - h i - - p a m ã	pé	1301	foot	Bruzzi Alves da Silva 1961
2846	Koripako_aha	FOOT	liːpa	l iː p a	1	566	l - - - - iː p a - -	pé	1301	foot	Granadillo 2006
2848	Koripako_ehe	FOOT	hliːpa	lʰ iː p a	3	566	lʰ - - - - iː p a - -	pé	1301	foot	Granadillo 2006
2850	Koripako_oho	FOOT	liːpa	l iː p a	10	566	l - - - - iː p a - -	pé	1301	foot	Granadillo 2006
2852	Koripako_name	FOOT	liːpa	l iː p a	9	566	l - - - - iː p a - -	pé	1301	foot	Granadillo 2006
2854	Werekena_Baniva	FOOT	nutʃipaɽa	n u tʃ i p a ɽ a	13	566	n u tʃ i - - p a ɽ a	pé	1301	foot	Bruzzi Alves da Silva 1961
3414	Kabiyari	FOOT	híipa	h í i p a	4	566	- - h í - i p a - -		1301	foot	Epps
5054	Kauixana	FOOT	aʔ(w)ɨ́-la	a ʔ [ w ] ɨ́- l a	15	21529	a ʔ [ w ] ɨ́- l a	pé			
6116	Yumana	FOOT	eɨ	eɨ	16		eɨ	pé			Ramirez 2020
6209	Passé	FOOT	e[k]-pa-ta	e [ k ]- p a- t a	17	566	- - e [ k ]- p a- t a	pé			Ramirez 2020
6214	Passé	FOOT	i[k]-pa-ta	i [ k ]- p a- t a	17	566	- - i [ k ]- p a- t a	pé			Ramirez 2020
1887	Achagua	FULL	káawai	k a: w a i	1	317			1429	full	Melendez 2011
1889	Baniwa	FULL	pákhame(i)	p á kh a m e ( i )	2	590	p á kh a m e i - - -		1429	full	Ramirez 2001
1891	Baré	FULL		b i u	3	96	b i u - - - -		1429	full	Oliveira 93
1893	Baré	FULL		k a w i	3	317			1429	full	Oliveira 93
1895	Kabiyari	FULL	manu'	m a n u '	4	316	- - m a n u ' - - - -		1429	full	Ramirez 2001
1897	Kabiyari	FULL	mijana	m i j a n a	4	12	m i j a n a - - - - -		1429	full	Ramirez 2001
1899	Piapoco	FULL		n a p u n í a d é e r i	5	312			1429	full	H&R 1992
1901	Resigaro	FULL	potsʰí?mó	p o tsʰ í ʔ m ó	6	99	p o - - tsʰ í ʔ m ó -		1429	full	H&R 1992
1903	Tariana	FULL		k e s á m a	7	97	- - k e s á - m a -		1429	full	Aikhenvald 2001
1905	Yukuna	FULL	manoʔokahe	m a n o ʔ o k a h e	9	316	- - m a n o ʔ o k a h e		1429	full	Schauer 2005
1909	Warekena	FULL		a t u ɾ a p i	8	315			1429	full	Aikhenvald 2012
1911	Warekena	FULL		p e ɾ u	8	597	p e ɾ u		1429	full	Aikhenvald 2012
2914	Baniwa_Waliperidakenai	FULL	pakʰamɛ	p a kʰ a m ɛ	11	590	p a kʰ a m ɛ - - - -	cheio	1429	full	Bruzzi Alves da Silva 1961
2916	Baniwa_Hohoodene	FULL	paːkʰɐmɛ	p aː kʰ ɐ m ɛ	4	590	p aː kʰ ɐ m ɛ - - - -	cheio	1429	full	Bruzzi Alves da Silva 1961
2918	Baniwa_Dzurema	FULL	pakʰɐmɛkɛ	p a kʰ ɐ m ɛ k ɛ	2	590	p a kʰ ɐ m ɛ k ɛ - -	cheio	1429	full	Bruzzi Alves da Silva 1961
2920	Baniwa_Mauliene	FULL	pakʰɐmɛkani	p a kʰ ɐ m ɛ k a n i	8	590	p a kʰ ɐ m ɛ k a n i	cheio	1429	full	Bruzzi Alves da Silva 1961
2922	Koripako_Kumadene	FULL	pakhame	p a kʰ a m e	7	590	p a kʰ a m e - - - -	cheio	1429	full	Bruzzi Alves da Silva 1961
2924	Baniwa_Kowaidakenai	FULL	biukani	b i u k a n i	5	96	b i u k a n i	cheio	1429	full	Bruzzi Alves da Silva 1961
2928	Baniwa_Dzawinai	FULL	pakhameka	p a kʰ a m e k a	14	590	p a kʰ a m e k a - -	cheio	1429	full	Bruzzi Alves da Silva 1961
2930	Tariana_Bruzzi	FULL	setsamanukaɾia	s e ts a m a n u k a ɾ i a	12	596		cheio	1429	full	Bruzzi Alves da Silva 1961
2932	Werekena_Baniva	FULL	pɛɾumiaɾi	p ɛ ɾ u m i a ɾ i	13	597		cheio	1429	full	Bruzzi Alves da Silva 1961
5014	Kauixana	FULL	lepɨa-ma-si	l e p ɨa- m a- s i	15	21530	l e p ɨa- m a- s i	cheio			
5097	Kauixana	FULL	kewɨ	k e w ɨ	15	21531	k e w ɨ				
1913	Achagua	GIVE	jáairi	j aa i r i	1	21532	j - - - aa i - - r i		1447	give	Melendez 2011
1915	Baniwa	GIVE	-áa	á a	2	21532	- - - - á a - - - -		1447	give	Ramirez 2001
1917	Baré	GIVE		d a k a	3	21532	- - - d a k a - - -		1447	give	Oliveira 93
1919	Kabiyari	GIVE	-aa	aa	4	21532	- - - - aa - - - - -		1447	give	Ramirez 2001
1921	Piapoco	GIVE		w à a k a	5	21532	w à - - a k a - - -		1447	give	H&R 1992
1923	Resigaro	GIVE	-aa?ní	aa ʔ n í	6	21532	- - - - aa ʔ - - n í		1447	give	H&R 1992
1925	Tariana	GIVE		d i á _	7	21532	d i - - á _ - - - -		1447	give	Aikhenvald 2001
1927	Yukuna	GIVE	aʔakahe	a ʔ a k a h e	9	21532	- - - a ʔ a k a h e		1447	give	Schauer 2005
1931	Warekena	GIVE	-huwa	h u w a	8	327			1447	give	Ramirez 2001
2960	Baniwa_Waliperidakenai	GIVE	pianũhiume	p i a n ũ h i u m e	11	100		dar	1447	give	Bruzzi Alves da Silva 1961
2962	Baniwa_Dzurema	GIVE	nũákani	n ũ a k a n i	2	21532	n ũ - - a k a - n i	dar	1447	give	Bruzzi Alves da Silva 1961
2964	Baniwa_Mauliene	GIVE	nuaka	n u a k a	8	21532	n u - - a k a - - -	dar	1447	give	Bruzzi Alves da Silva 1961
2966	Koripako_Kumadene	GIVE	ɽiakao	ɽ i a k a o	7	21532	ɽ i - - a k a o - -	dar	1447	give	Bruzzi Alves da Silva 1961
2968	Baniwa_Kowaidakenai	GIVE	ɽiaka	ɽ i a k a	5	21532	ɽ i - - a k a - - -	dar	1447	give	Bruzzi Alves da Silva 1961
2974	Baniwa_Dzawinai	GIVE	ɽia	ɽ i a	14	21532	ɽ i - - a - - - - -	dar	1447	give	Bruzzi Alves da Silva 1961
2976	Tariana_Bruzzi	GIVE	ɾianʊka	ɾ i a n ʊ k a	12	100		dar	1447	give	Bruzzi Alves da Silva 1961
2978	Koripako_aha	GIVE	jaːkada	j aː k a d a	1	21532	j - - - aː k a - d a	dar	1447	give	Granadillo 2006
2980	Koripako_ehe	GIVE	akaita	a k a i t a	3	21532	- - - - a k a i t a	dar	1447	give	Granadillo 2006
2982	Koripako_oho	GIVE	jaːketi	j aː k e t i	10	21532	j - - - aː k e - t i	dar	1447	give	Granadillo 2006
2984	Koripako_name	GIVE	jandaketi	j a n d a k e t i	9	21532	j a n d a k e - t i	dar	1447	give	Granadillo 2006
2986	Werekena_Baniva	GIVE	nutɐmiha	n u t ɐ m i h a	13	615		dar	1447	give	Bruzzi Alves da Silva 1961
5019	Kauixana	GIVE	aa	aa	15	21532	- - - - aa - - - - -	dar			
5098	Kauixana	GIVE	ino	i n o	15	21533	i n o				
5099	Kauixana	GIVE	(i)jemɨ	[ i ] j e m ɨ	15	21534	[ i ] j e m ɨ				
1933	Achagua	GOOD	sáika	s a i k a	1	329			1035	good	Melendez 2011
